,id,curr_liv_pref,age,mv,compul_edu_urban,compul_edu_ctype,compul_edu_pref,q3,q4_1,q4_2,q5,curr_job,curr_job_yrs,q9_1,q9_2,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q10_7,q10_8,q10_9,q11,q12,q13,q14,q14sq1,q14sq2,q14sq3,q14sq4,q15,q16,q16sq1_1,q16sq1_2,q16sq2,q16sq3,q16sq4,q17,q17sq1_1,q17sq1_2,q17sq1_3,q17sq1_4,q17sq1_5,q17sq1_6,q17sq1_7,q17sq1_8,q17sq2_1,q17sq2_2,q17sq2_3,q17sq2_4,q17sq2_5,q17sq2_6,q17sq2_7,q17sq2_8,q17sq2_9,q18,q19,fin_edu_deg,fin_edu_hs_maj,fin_edu_clg_maj,fin_edu_pref,fin_edu_course,fin_edu_grad,fin_edu_e_age,voc,q23sq1_1,q23sq1_2,q23sq1_3,q23sq1_4,q23sq1_5,q23sq1_6,q23sq1_7,q23sq1_8,q23sq2,q23sq3,marr,marr_age,sep_age,remarr_age,num_kids,birth_age_1st,birth_age_last,q28_4,q28_5,q29_1,q29_2,q29_3,q29_4,q29_5,q30_1,q30_2,q30_3,q30_4,q31_1,q31_2,q31_3,q31_4,q31_5,q32,q32sq,q33a,q33b,q33c,q33d,q33e,q34,q34sq,q35_1,q35_2,q35_3,q36,hus_fin_edu,hus_marr_emp_pos,q38_1_3,hus_marr_ind_maj,hus_marr_ind_min,hus_marr_pos,hus_marr_f_size,hus_curr_emp_pos,q38_2_3,hus_curr_ind_maj,hus_curr_ind_min,hus_curr_pos,hus_curr_f_size,farther_edu,mother_edu,fam_size,q41sq_1,q41sq_2,q41sq_3,q41sq_4,q41sq_5,q41sq_6,inc_hh,inc_hh_100k,inc_ind_y_n,inc_ind,inc_ind_100k,inc_hus_100k,q44_1,curr_card_no,curr_frm_id,curr_emp_pos,curr_ind,curr_ind_maj,curr_ind_min,curr_work_hour,curr_work_day,curr_pos,curr_f_sz,curr_cmmt_time,curr_chnl,curr_s_age,curr_e_age,last_card_no,last_frm_id,last_emp_pos,last_ind,last_ind_maj,last_ind_min,last_work_hour,last_work_day,last_pos,last_f_sz,last_cmmt_time,last_chnl,last_s_age,last_e_age,saishu_11,init_firm_id,init_emp_pos,init_ind,init_ind_maj,init_ind_min,init_work_hour,init_work_day,init_pos,init_f_sz,init_cmmt_time,init_chnl,init_s_age,init_e_age,init_chng_rsn,1st_firm_id,1st_emp_pos,1st_ind,1st_ind_maj,1st_ind_min,1st_work_hour,1st_work_day,1st_pos,1st_f_sz,1st_cmmt_time,1st_chnl,1st_s_age,1st_e_age,1st_chng_rsn,2nd_firm_id,2nd_emp_pos,2nd_ind,2nd_ind_maj,2nd_ind_min,2nd_work_hour,2nd_work_day,2nd_pos,2nd_f_sz,2nd_cmmt_time,2nd_chnl,2nd_s_age,2nd_e_age,2nd_chng_rsn,3rd_firm_id,3rd_emp_pos,3rd_ind,3rd_ind_maj,3rd_ind_min,3rd_work_hour,3rd_work_day,3rd_pos,3rd_f_sz,3rd_cmmt_time,3rd_chnl,3rd_s_age,3rd_e_age,3rd_chng_rsn,4th_firm_id,4th_emp_pos,4th_ind,4th_ind_maj,4th_ind_min,4th_work_hour,4th_work_day,4th_pos,4th_f_sz,4th_cmmt_time,4th_chnl,4th_s_age,4th_e_age,4th_chng_rsn,5th_firm_id,5th_emp_pos,5th_ind,5th_ind_maj,5th_ind_min,5th_work_hour,5th_work_day,5th_pos,5th_f_sz,5th_cmmt_time,5th_chnl,5th_s_age,5th_e_age,5th_chng_rsn,6th_firm_id,6th_emp_pos,6th_ind,6th_ind_maj,6th_ind_min,6th_work_hour,6th_work_day,6th_pos,6th_f_sz,6th_cmmt_time,6th_chnl,6th_s_age,6th_e_age,6th_chng_rsn,7th_firm_id,7th_emp_pos,7th_ind,7th_ind_maj,7th_ind_min,7th_work_hour,7th_work_day,7th_pos,7th_f_sz,7th_cmmt_time,7th_chnl,7th_s_age,7th_e_age,7th_chng_rsn,8th_firm_id,8th_emp_pos,8th_ind,8th_ind_maj,8th_ind_min,8th_work_hour,8th_work_day,8th_pos,8th_f_sz,8th_cmmt_time,8th_chnl,8th_s_age,8th_e_age,8th_chng_rsn,9th_firm_id,9th_emp_pos,9th_ind,9th_ind_maj,9th_ind_min,9th_work_hour,9th_work_day,9th_pos,9th_f_sz,9th_cmmt_time,9th_chnl,9th_s_age,9th_e_age,9th_chng_rsn,10th_firm_id,10th_emp_pos,10th_ind,10th_ind_maj,10th_ind_min,10th_work_hour,10th_work_day,10th_pos,10th_f_sz,10th_cmmt_time,10th_chnl,10th_s_age,10th_e_age,10th_chng_rsn,lifestage_1,lifestage_2,lifestage_3,lifestage_4_1,lifestage_4_2,lifestage_5,chrt
1692,1693,30,57,2,1,3,25,3,1,30,1,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,3,8,98,25,1,1,17,2,8,8,8,8,8,8,8,8,8,8,2,22,98,98,2,31,36,52,80,2,1,2,4,3,5,5,5,5,5,5,5,5,5,0,8,4,4,4,4,1,1,8,4,2,1,1,5,2,98,9,262,1,9,2,50,2,50,4,8,2,2,4,1,1,0,0,0,0,99,0,2,98,0,99,0, , , , , , , , , , , , , , ,4,1,3,49,3,54,7,6,1,4,4,5,20,21,8,1,3,49,3,54,7,6,1,4,4,5,20,21,8,98,6,12,97,997,98,8,8,98,8,98,21,57,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,7,0,98,1926
1693,1694,26,67,1,1,1,26,3,99,999,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,1,5,6,9,3,6,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,3,8,98,26,1,1,18,1,0,0,0,0,0,0,1,0,2,8,4,21,64,98,4,21,27,42,49,4,4,4,4,1,5,5,5,5,5,5,5,5,5,0,8,2,1,4,4,2,2,8,1,1,3,3,98,8,12,98,998,8,98,8,12,98,998,8,98,6,4,3,0,1,0,0,0,1,5,0,2,98,0,98,0, , , , , , , , , , , , , , ,4,1,5,12,8,160,5,5,8,1,8,7,45,46,8,1,5,12,8,160,5,5,8,1,8,7,45,46,8,98,6,12,97,997,98,8,8,98,8,98,46,67,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,7,7,0,45,1916
1694,1695,26,58,1,1,1,26,4,1,13,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,1,2,7,2,5,5,1,0,0,0,0,0,1,0,0,2,1,1,1,1,3,1,3,4,98,1,3,8,98,26,1,1,17,2,8,8,8,8,8,8,8,8,8,8,2,21,98,98,2,22,24,51,53,4,4,4,4,4,5,5,5,5,5,5,5,5,5,0,8,5,5,5,5,5,5,7,1,1,2,3,3,2,35,8,131,1,6,1,34,2,48,8,4,6,3,2,1,0,0,0,0,0,21,130,1,1,0,21,130, , , , , , , , , , , , , , ,6,2,3,35,3,54,5,7,1,6,1,2,26,36,9,1,2,36,3,54,10,7,1,8,4,2,18,21,14,98,6,12,97,997,98,8,8,98,8,98,21,26,98,2,3,35,3,54,5,7,1,6,1,2,26,36,9,98,6,12,97,997,98,8,8,98,8,98,36,58,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,1,0,98,1925
1695,1696,26,31,2,1,1,30,9,1,13,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,9,8,1,30,1,1,22,1,0,0,0,0,0,0,0,1,2,8,2,22,98,98,3,23,29,80,80,3,4,2,4,3,5,5,5,5,5,5,5,5,5,1,1,8,8,8,8,8,5,3,3,1,1,9,10,2,34,1,5,1,4,2,34,1,5,1,4,6,4,5,1,1,0,0,0,0,13,0,2,98,0,13,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,7,8,8,98,1952
1696,1697,26,62,1,1,1,26,3,99,999,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,3,8,98,26,1,1,17,2,8,8,8,8,8,8,8,8,8,8,2,20,98,98,3,21,27,40,49,4,4,4,4,2,5,5,5,5,4,4,4,4,4,0,8,5,5,5,5,5,4,3,3,2,2,2,6,1,20,8,160,8,2,1,20,8,160,8,3,4,2,5,1,1,0,0,0,0,99,0,2,98,0,99,0, , , , , , , , , , , , , , ,4,1,4,20,3,54,6,6,8,2,2,7,20,50,8,1,4,20,3,54,6,6,8,2,2,7,20,50,8,98,6,12,97,997,98,8,8,98,8,98,50,62,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,0,98,1921
1697,1698,26,36,2,1,2,43,7,99,999,2,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,1,7,1,98,43,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,22,98,98,2,23,25,80,80,1,4,9,3,4,2,4,4,4,5,5,5,5,5,0,8,4,4,4,4,2,9,8,9,9,9,9,10,2,50,3,54,1,8,2,50,3,54,3,8,4,3,4,1,1,0,0,0,0,11,0,2,98,0,11,0, , , , , , , , , , , , , , ,4,1,2,50,3,54,8,6,1,5,3,3,18,23,4,1,2,50,3,54,8,6,1,5,3,3,18,23,4,98,6,12,97,997,98,8,8,98,8,98,23,36,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,7,0,98,1947
1698,1699,26,32,1,1,1,26,9,3,54,3,1,2,8,7,3,1,1,1,3,3,2,3,2,1,2,7,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,3,98,26,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,21,98,98,2,22,26,80,80,1,4,4,2,4,1,1,1,4,5,5,5,5,5,1,1,8,8,8,8,8,5,6,2,1,2,3,10,1,59,4,72,8,2,1,59,4,72,8,2,4,2,6,1,1,1,1,0,0,13,0,1,4,0,11,0,8,3,2,70,3,58,4,5,1,9,2,1,31,32, , , , , , , , , , , , , , , ,1,2,91,3,54,8,6,1,6,6,2,18,21,4,98,6,12,97,997,98,8,8,98,8,98,21,27,98,2,5,12,8,160,4,7,8,1,8,7,27,28,11,98,6,12,97,997,98,8,8,98,8,98,28,31,98,3,2,70,3,58,4,5,1,9,2,1,31,32,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,4,0,98,1951
1699,1700,26,58,1,1,1,26,1,99,999,1,1,3,4,8,4,4,3,2,4,4,4,4,4,5,5,1,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,1,8,98,26,1,1,13,2,8,8,8,8,8,8,8,8,8,8,4,25,99,98,2,27,29,53,80,1,1,1,1,4,5,5,5,5,5,5,5,5,5,0,8,4,4,4,4,4,9,8,2,1,1,9,98,8,12,98,998,8,98,8,12,98,998,8,98,1,1,2,0,1,0,0,0,0,9,0,1,2,0,98,0,5,2,3,77,10,272,7,6,1,5,3,99,54,58, , , , , , , , , , , , , , , ,1,5,12,8,162,6,7,8,1,8,7,44,54,8,2,3,77,10,272,7,6,1,5,3,99,54,58,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,7,7,0,44,1925
1700,1701,26,47,1,1,1,26,6,99,297,3,1,8,2,7,2,1,3,1,1,3,2,3,1,2,1,3,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,6,8,98,26,1,1,15,2,8,8,8,8,8,8,8,8,8,8,2,25,98,98,2,25,30,80,80,1,1,3,4,4,3,2,2,4,3,2,2,4,4,0,8,1,4,4,4,4,5,3,1,9,2,3,7,2,33,8,125,1,5,2,33,8,125,1,5,1,1,4,1,1,0,0,0,0,13,0,1,6,0,8,0,6,2,2,20,8,157,7,6,1,4,3,2,40,47, , , , , , , , , , , , , , , ,1,2,20,8,157,8,6,1,4,2,2,20,30,5,98,6,12,97,997,98,8,8,98,8,98,30,40,98,2,2,20,8,157,7,6,1,4,3,2,40,47,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,7,0,98,1936
1701,1702,26,45,1,1,1,26,7,99,999,2,1,10,7,8,4,4,4,4,4,4,4,4,4,2,2,1,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,6,8,98,26,1,1,15,2,8,8,8,8,8,8,8,8,8,8,2,25,98,98,2,26,28,80,80,2,3,3,3,3,5,5,5,5,5,5,5,5,5,0,8,5,5,5,5,5,2,8,2,1,1,3,7,1,20,8,157,8,1,1,20,8,157,8,1,1,1,4,1,1,0,0,0,0,21,100,1,7,0,14,0,4,1,4,20,8,157,5,6,8,2,1,7,35,45, , , , , , , , , , , , , , , ,1,4,20,8,157,5,6,8,2,1,7,35,45,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,7,4,0,98,1938
1702,1703,26,34,2,1,3,2,7,99,999,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,1,1,99,7,2,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,1,98,2,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,28,98,98,2,29,32,80,80,1,4,3,3,4,2,3,3,3,5,5,5,5,5,2,1,8,8,8,8,8,5,5,1,2,2,3,10,4,44,4,66,8,2,4,44,4,66,8,2,1,1,4,1,1,0,0,0,0,6,0,2,98,0,6,0, , , , , , , , , , , , , , ,4,1,4,46,10,275,5,6,8,2,3,7,18,28,4,1,4,46,10,275,5,6,8,2,3,7,18,28,4,98,6,12,97,997,98,8,8,98,8,98,28,34,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,8,8,98,1949
1703,1704,26,52,2,1,3,50,4,1,16,1,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,3,8,98,50,1,1,17,1,0,0,0,0,0,0,0,1,2,8,2,25,98,98,3,26,31,52,80,1,1,3,1,4,2,3,3,3,2,3,3,3,2,0,8,2,3,3,3,3,3,8,2,1,1,2,4,2,61,7,99,1,9,3,89,7,99,1,9,2,2,4,1,1,0,0,0,0,10,0,1,5,0,6,0, , , , , , , , , , , , , , ,6,2,3,34,3,55,7,6,1,4,2,1,43,50,6,1,2,91,3,55,8,6,1,9,4,1,18,28,5,98,6,12,97,997,98,8,8,98,8,98,28,43,98,2,3,34,3,55,7,6,1,4,2,1,43,50,6,98,6,12,97,997,98,8,8,98,8,98,50,52,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,3,7,0,43,1931
1704,1705,26,34,1,1,1,26,9,10,275,1,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,7,1,98,26,1,1,20,1,0,0,0,0,0,0,1,0,1,2,2,22,98,98,2,23,26,80,80,3,3,3,3,3,3,3,3,3,5,5,5,5,5,0,8,3,3,3,3,1,2,8,2,3,1,5,7,2,38,4,66,1,6,2,38,4,66,2,6,2,1,4,1,1,0,0,0,0,7,0,2,98,0,7,0, , , , , , , , , , , , , , ,5,2,3,38,4,66,8,6,1,2,4,1,21,22,4,1,2,21,8,161,9,6,1,3,4,2,20,21,11,2,3,38,4,66,8,6,1,2,4,1,21,22,4,98,6,12,97,997,98,8,8,98,8,98,22,34,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,7,0,98,1949
1705,1706,26,31,2,2,8,30,7,99,999,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,1,1,4,8,2,5,1,0,0,1,0,1,0,0,0,2,1,1,1,1,4,3,4,3,98,1,7,1,98,30,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,21,98,98,2,23,27,80,80,2,2,2,3,2,3,3,3,3,5,5,5,5,5,1,1,8,8,8,8,8,5,1,2,2,1,3,8,2,61,7,99,1,9,2,61,7,99,1,9,1,1,4,1,1,0,0,0,0,9,0,2,98,0,9,0, , , , , , , , , , , , , , ,4,1,2,15,3,54,8,6,1,3,4,4,16,21,4,1,2,15,3,54,8,6,1,3,4,4,16,21,4,98,6,12,97,997,98,8,8,98,8,98,21,31,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,7,0,98,1952
1706,1707,26,39,2,1,1,29,7,99,999,3,1,3,4,1,2,1,1,1,2,3,3,4,2,4,2,3,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,7,1,98,29,1,1,18,2,8,8,8,8,8,8,8,8,8,8,2,25,98,98,2,26,29,80,80,2,3,3,3,4,2,3,2,4,5,5,5,5,5,0,8,2,3,2,3,4,5,7,1,2,3,3,8,2,48,3,55,1,99,2,48,3,55,3,99,1,1,5,1,1,0,1,0,0,9,0,1,2,0,9,0,7,1,3,25,8,183,4,5,1,4,2,99,36,39, , , , , , , , , , , , , , , ,1,2,50,3,54,9,6,1,8,4,3,18,25,4,98,6,12,97,997,98,8,8,98,8,98,25,32,98,2,2,50,4,71,6,6,1,8,6,1,32,36,8,1,3,25,8,183,4,5,1,4,2,99,36,39,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,4,2,98,1944
1707,1708,26,33,1,1,1,26,7,1,20,3,1,15,9,8,3,3,3,3,3,3,3,3,3,2,3,2,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,6,8,98,26,1,1,15,2,8,8,8,8,8,8,8,8,8,8,2,20,98,98,0,98,98,98,98,1,4,3,2,3,3,3,3,3,8,8,8,8,8,98,8,8,8,8,8,8,3,8,1,1,1,3,7,1,18,8,203,8,2,1,18,8,203,8,2,2,2,2,1,0,0,0,0,0,12,0,1,5,0,8,0,5,1,4,18,8,203,10,6,8,2,1,8,20,33, , , , , , , , , , , , , , , ,1,2,18,8,203,8,6,1,2,4,3,17,20,1,1,4,18,8,203,10,6,8,2,1,8,20,33,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,8,8,8,98,1950
1708,1709,26,60,2,2,8,23,3,99,999,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,3,8,98,23,1,1,16,2,8,8,8,8,8,8,8,8,8,8,4,24,39,98,1,26,26,43,43,1,3,3,3,3,2,2,1,3,5,5,5,5,5,0,8,3,2,3,3,2,5,1,1,2,1,3,98,8,12,98,998,8,98,8,12,98,998,8,98,2,2,2,0,1,0,0,0,0,7,0,2,98,0,98,0, , , , , , , , , , , , , , ,6,2,5,12,8,251,9,6,8,1,8,7,39,54,9,1,2,77,8,153,8,6,1,4,4,2,16,23,4,98,6,12,97,997,98,8,8,98,8,98,23,39,98,2,5,12,8,251,9,6,8,1,8,7,39,54,9,98,6,12,97,997,98,8,8,98,8,98,54,60,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,7,0,39,1923
1709,1710,26,57,1,1,1,26,3,1,40,3,1,2,1,4,1,1,2,2,2,3,3,3,3,3,3,3,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,3,8,98,26,1,1,16,2,8,8,8,8,8,8,8,8,8,8,2,34,98,98,2,35,37,80,80,2,3,2,2,3,5,5,5,5,5,5,5,5,5,0,8,3,2,3,3,3,5,3,2,2,1,4,2,2,77,8,157,1,3,5,12,97,997,8,98,1,1,5,1,1,0,0,1,0,6,0,1,2,0,5,0,7,3,3,46,8,260,5,6,1,4,4,5,55,57, , , , , , , , , , , , , , , ,1,2,22,3,54,8,6,1,3,4,1,24,27,8,2,3,49,4,66,8,5,1,2,4,2,27,30,9,98,6,12,97,997,98,8,8,98,8,98,30,55,98,3,3,46,8,260,5,6,1,4,4,5,55,57,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,7,7,0,55,1926
1710,1711,26,38,1,1,1,26,7,1,42,3,2,98,98,98,8,8,8,8,8,8,8,8,8,8,8,98,8,98,8,8,98,98,2,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,7,1,98,26,1,1,18,1,0,0,0,0,0,0,1,0,2,8,2,24,98,98,2,25,28,80,80,1,3,3,3,3,1,9,4,4,5,5,5,5,5,0,8,4,3,3,3,3,2,8,2,1,1,3,8,2,85,4,70,1,4,2,85,4,70,1,4,2,2,4,1,1,0,0,0,0,9,0,2,98,0,9,0, , , , , , , , , , , , , , ,4,1,2,21,3,54,8,6,1,6,4,3,18,23,4,1,2,21,3,54,8,6,1,6,4,3,18,23,4,98,6,12,97,997,98,8,8,98,8,98,23,38,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,7,0,98,1945
1711,1712,26,33,1,1,1,26,8,1,292,3,1,4,9,4,3,3,3,3,3,3,3,3,3,7,3,7,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,8,8,10,26,1,1,21,2,8,8,8,8,8,8,8,8,8,8,2,25,98,98,0,98,98,98,98,1,3,3,3,3,2,2,2,3,8,8,8,8,8,98,8,8,8,8,8,8,2,8,1,2,2,3,10,2,26,2,50,6,4,2,26,2,50,6,4,2,2,6,1,0,1,1,0,1,11,0,1,2,0,10,0,6,2,4,46,3,55,7,6,8,2,2,7,28,33, , , , , , , , , , , , , , , ,1,2,50,3,54,9,6,1,5,4,3,21,25,4,98,6,12,97,997,98,8,8,98,8,98,25,28,98,2,4,46,3,55,7,6,8,2,2,7,28,33,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,8,8,0,98,1950
1712,1713,26,50,2,2,8,26,3,99,999,3,1,10,1,3,1,2,2,2,1,2,4,4,3,4,1,2,1,98,8,8,98,98,8,98,98,98,8,98,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,98,1,3,8,98,26,1,1,15,1,0,0,0,0,0,0,1,0,1,3,2,24,98,98,2,29,30,80,80,2,2,3,4,3,5,5,5,5,5,5,5,5,5,0,8,3,3,3,3,3,5,3,2,1,2,3,4,2,35,3,54,1,5,2,35,3,54,3,6,2,2,5,1,1,0,1,0,0,9,0,1,2,0,8,0,6,2,5,12,8,157,8,6,8,1,8,7,40,50, , , , , , , , , , , , , , , ,1,4,1,5,75,99,7,8,1,1,7,15,24,4,98,6,12,97,997,98,8,8,98,8,98,24,40,98,2,5,12,8,157,8,6,8,1,8,7,40,50,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,7,0,40,1933
